object,image,force,mask
Cross,data_all/cross7/tactile_nobg/1713326958792.png,"[-0.069, 0.078, -3.142]",data_all/cross7/depth_align_cross7/1713326981785_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713324731858.png,"[0.006, -0.131, -1.904]",data_all/cross7/depth_align_cross7/1713324751953_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713326188446.png,"[-0.152, 0.327, -8.898]",data_all/cross7/depth_align_cross7/1713326192303_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713291516030.png,"[0.391, 0.365, -7.405]",data_all/cross7/depth_align_cross7/1713291524141_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713298172283.png,"[0.572, 0.191, -11.866]",data_all/cross7/depth_align_cross7/1713298172283_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713318364519.png,"[0.16, 0.129, -3.124]",data_all/cross7/depth_align_cross7/1713318384866_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713296526881.png,"[0.243, 0.006, -7.032]",data_all/cross7/depth_align_cross7/1713296538857_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713284814203.png,"[-0.11, -0.058, -3.889]",data_all/cross7/depth_align_cross7/1713284834173_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713306827611.png,"[0.116, 0.535, -14.638]",data_all/cross7/depth_align_cross7/1713306831372_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713319969546.png,"[0.495, 0.121, -10.401]",data_all/cross7/depth_align_cross7/1713319969546_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713284469512.png,"[-0.142, 0.095, -5.561]",data_all/cross7/depth_align_cross7/1713284485230_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713284699893.png,"[-0.157, 0.504, -12.676]",data_all/cross7/depth_align_cross7/1713284703846_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713304478300.png,"[0.187, 0.056, -4.64]",data_all/cross7/depth_align_cross7/1713304493386_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713315526647.png,"[-0.086, 0.168, -2.5]",data_all/cross7/depth_align_cross7/1713315550913_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713304098905.png,"[0.012, -0.299, -4.881]",data_all/cross7/depth_align_cross7/1713304118347_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713300232228.png,"[-0.062, 0.06, -2.836]",data_all/cross7/depth_align_cross7/1713300256075_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713296731725.png,"[-0.107, 0.014, -2.593]",data_all/cross7/depth_align_cross7/1713296756463_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713327101875.png,"[-0.377, 0.198, -11.02]",data_all/cross7/depth_align_cross7/1713327105584_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713330474688.png,"[0.484, 0.066, -8.126]",data_all/cross7/depth_align_cross7/1713330482502_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713315451246.png,"[0.222, -0.311, -5.459]",data_all/cross7/depth_align_cross7/1713315463229_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713320410498.png,"[0.14, -0.316, -5.042]",data_all/cross7/depth_align_cross7/1713320425986_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713325100179.png,"[0.465, 0.314, -8.287]",data_all/cross7/depth_align_cross7/1713325104186_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713325897064.png,"[0.318, -0.39, -8.447]",data_all/cross7/depth_align_cross7/1713325900969_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713294273347.png,"[-0.053, 0.438, -5.359]",data_all/cross7/depth_align_cross7/1713294281859_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713315317742.png,"[0.204, -0.038, -3.497]",data_all/cross7/depth_align_cross7/1713315333533_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713330249036.png,"[-0.006, -0.064, -1.733]",data_all/cross7/depth_align_cross7/1713330272080_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713312836737.png,"[0.45, 0.885, -11.427]",data_all/cross7/depth_align_cross7/1713312840646_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713316371894.png,"[-0.058, 0.274, -4.763]",data_all/cross7/depth_align_cross7/1713316387286_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713294181170.png,"[0.138, 0.022, -4.889]",data_all/cross7/depth_align_cross7/1713294189782_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713327582436.png,"[-0.087, 0.049, -3.595]",data_all/cross7/depth_align_cross7/1713327605336_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713319574321.png,"[0.031, -0.06, -1.596]",data_all/cross7/depth_align_cross7/1713319597180_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713323735465.png,"[-0.027, 0.224, -4.452]",data_all/cross7/depth_align_cross7/1713323751605_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713310428283.png,"[-0.01, 0.176, -2.563]",data_all/cross7/depth_align_cross7/1713310443512_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713314984331.png,"[0.586, -0.12, -11.64]",data_all/cross7/depth_align_cross7/1713314988393_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713319721804.png,"[0.377, 0.069, -9.937]",data_all/cross7/depth_align_cross7/1713319721804_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713298931095.png,"[0.137, 0.122, -4.172]",data_all/cross7/depth_align_cross7/1713298946878_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713319079265.png,"[0.323, 0.363, -13.175]",data_all/cross7/depth_align_cross7/1713319079265_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713294851126.png,"[0.012, 0.033, -1.801]",data_all/cross7/depth_align_cross7/1713294872309_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713330093862.png,"[0.357, 0.274, -6.015]",data_all/cross7/depth_align_cross7/1713330105334_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713312376614.png,"[-0.162, 0.168, -9.893]",data_all/cross7/depth_align_cross7/1713312384428_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713287516563.png,"[0.102, 0.027, -1.398]",data_all/cross7/depth_align_cross7/1713287540480_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713308936749.png,"[0.142, 0.082, -3.894]",data_all/cross7/depth_align_cross7/1713308952686_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713316050415.png,"[-0.378, -0.025, -8.722]",data_all/cross7/depth_align_cross7/1713316057985_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713298973834.png,"[0.147, 0.111, -3.583]",data_all/cross7/depth_align_cross7/1713298989568_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713306243484.png,"[-0.032, 0.327, -6.548]",data_all/cross7/depth_align_cross7/1713306254911_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713315058706.png,"[0.147, -0.141, -4.517]",data_all/cross7/depth_align_cross7/1713315074655_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713312470197.png,"[0.499, 0.932, -15.27]",data_all/cross7/depth_align_cross7/1713312470197_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713296131822.png,"[-0.124, -0.18, -7.479]",data_all/cross7/depth_align_cross7/1713296144141_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713325772814.png,"[0.546, 0.057, -9.572]",data_all/cross7/depth_align_cross7/1713325776670_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713287208565.png,"[0.195, 0.051, -3.169]",data_all/cross7/depth_align_cross7/1713287229697_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713285395943.png,"[0.115, 0.372, -9.074]",data_all/cross7/depth_align_cross7/1713285407909_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713289086390.png,"[-0.056, 0.405, -4.549]",data_all/cross7/depth_align_cross7/1713289099113_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713309863590.png,"[0.478, -0.232, -8.116]",data_all/cross7/depth_align_cross7/1713309867346_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713289252828.png,"[-0.175, -0.093, -3.803]",data_all/cross7/depth_align_cross7/1713289272815_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713307446693.png,"[0.161, 0.78, -12.105]",data_all/cross7/depth_align_cross7/1713307446693_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713288688414.png,"[-0.134, 0.028, -2.04]",data_all/cross7/depth_align_cross7/1713288708599_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713294938911.png,"[0.029, 0.072, -1.662]",data_all/cross7/depth_align_cross7/1713294964352_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713324525949.png,"[0.158, 0.199, -6.638]",data_all/cross7/depth_align_cross7/1713324538075_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713316701221.png,"[-0.035, 0.321, -7.995]",data_all/cross7/depth_align_cross7/1713316716305_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713304400808.png,"[0.214, -0.079, -6.344]",data_all/cross7/depth_align_cross7/1713304411883_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713325296817.png,"[0.058, -0.031, -1.454]",data_all/cross7/depth_align_cross7/1713325320853_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713330595823.png,"[0.157, -0.3, -4.825]",data_all/cross7/depth_align_cross7/1713330607597_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713284607054.png,"[0.022, 0.48, -7.957]",data_all/cross7/depth_align_cross7/1713284615011_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713329806402.png,"[0.428, 0.105, -9.422]",data_all/cross7/depth_align_cross7/1713329814117_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713290726727.png,"[0.044, 0.125, -4.711]",data_all/cross7/depth_align_cross7/1713290742608_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713325404077.png,"[0.631, 0.504, -11.154]",data_all/cross7/depth_align_cross7/1713325404077_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713304979600.png,"[0.362, -0.425, -11.321]",data_all/cross7/depth_align_cross7/1713304979600_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713316166855.png,"[-0.181, 0.27, -6.772]",data_all/cross7/depth_align_cross7/1713316181949_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713303592360.png,"[0.046, -0.021, -1.836]",data_all/cross7/depth_align_cross7/1713303615573_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713330524542.png,"[0.482, -0.218, -12.649]",data_all/cross7/depth_align_cross7/1713330524542_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713294077566.png,"[0.145, -0.142, -2.4]",data_all/cross7/depth_align_cross7/1713294098797_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713323489019.png,"[-0.043, 0.03, -13.366]",data_all/cross7/depth_align_cross7/1713323489019_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713294686848.png,"[-0.123, 0.512, -8.295]",data_all/cross7/depth_align_cross7/1713294691157_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713319315837.png,"[0.088, 0.009, -1.863]",data_all/cross7/depth_align_cross7/1713319340201_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713323898942.png,"[-0.0, -0.018, -1.341]",data_all/cross7/depth_align_cross7/1713323927505_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713283387397.png,"[0.034, -0.019, -1.161]",data_all/cross7/depth_align_cross7/1713283411215_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713305956975.png,"[-0.129, 0.378, -7.047]",data_all/cross7/depth_align_cross7/1713305968201_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713322919975.png,"[-0.032, 0.098, -5.181]",data_all/cross7/depth_align_cross7/1713322936519_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713304445066.png,"[0.219, 0.324, -6.54]",data_all/cross7/depth_align_cross7/1713304452584_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713284939273.png,"[0.045, 0.011, -2.38]",data_all/cross7/depth_align_cross7/1713284963389_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713312119866.png,"[0.066, 0.056, -6.906]",data_all/cross7/depth_align_cross7/1713312135138_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713319406975.png,"[0.153, -0.086, -3.003]",data_all/cross7/depth_align_cross7/1713319422918_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713321233137.png,"[-0.091, -0.052, -1.573]",data_all/cross7/depth_align_cross7/1713321260367_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713316532871.png,"[-0.094, 0.099, -2.965]",data_all/cross7/depth_align_cross7/1713316551520_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713328680381.png,"[0.169, 0.41, -10.024]",data_all/cross7/depth_align_cross7/1713328687997_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713291952888.png,"[0.221, 0.043, -9.517]",data_all/cross7/depth_align_cross7/1713291956795_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713295819919.png,"[-0.16, 0.091, -9.021]",data_all/cross7/depth_align_cross7/1713295828379_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713306868321.png,"[0.093, 0.783, -11.942]",data_all/cross7/depth_align_cross7/1713306872080_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713321082117.png,"[-0.099, 0.395, -7.271]",data_all/cross7/depth_align_cross7/1713321093444_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713299375779.png,"[-0.451, 0.312, -9.423]",data_all/cross7/depth_align_cross7/1713299379836_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713308503680.png,"[0.082, -0.135, -2.28]",data_all/cross7/depth_align_cross7/1713308523526_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713284290080.png,"[-0.057, 0.096, -2.313]",data_all/cross7/depth_align_cross7/1713284313752_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713308476723.png,"[0.377, 0.046, -10.735]",data_all/cross7/depth_align_cross7/1713308480633_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713303196991.png,"[0.005, 0.121, -14.153]",data_all/cross7/depth_align_cross7/1713303196991_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713321040614.png,"[-0.169, 0.597, -6.919]",data_all/cross7/depth_align_cross7/1713321052194_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713324190829.png,"[0.462, 0.496, -12.717]",data_all/cross7/depth_align_cross7/1713324190829_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713304156782.png,"[0.509, 0.386, -11.068]",data_all/cross7/depth_align_cross7/1713304156782_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713321528037.png,"[-0.016, -0.016, -2.953]",data_all/cross7/depth_align_cross7/1713321550942_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713329836458.png,"[0.094, -0.069, -2.847]",data_all/cross7/depth_align_cross7/1713329855843_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713306486209.png,"[-0.099, 0.442, -8.122]",data_all/cross7/depth_align_cross7/1713306501294_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713290518195.png,"[-0.173, -0.11, -9.558]",data_all/cross7/depth_align_cross7/1713290526058_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713289303727.png,"[-0.107, 0.144, -4.82]",data_all/cross7/depth_align_cross7/1713289315453_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713325847532.png,"[0.135, -0.04, -4.838]",data_all/cross7/depth_align_cross7/1713325859102_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713308979799.png,"[0.119, 0.015, -3.151]",data_all/cross7/depth_align_cross7/1713308995837_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713321320680.png,"[0.056, 0.11, -2.287]",data_all/cross7/depth_align_cross7/1713321343741_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713314095177.png,"[0.059, -0.039, -3.413]",data_all/cross7/depth_align_cross7/1713314115382_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713328474742.png,"[0.3, 0.288, -12.07]",data_all/cross7/depth_align_cross7/1713328478652_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713298770073.png,"[0.216, -0.063, -10.273]",data_all/cross7/depth_align_cross7/1713298774031_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713310197163.png,"[-0.351, 0.53, -9.964]",data_all/cross7/depth_align_cross7/1713310197163_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713317498098.png,"[0.03, 0.088, -4.738]",data_all/cross7/depth_align_cross7/1713317506214_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713315376347.png,"[0.383, -0.1, -8.58]",data_all/cross7/depth_align_cross7/1713315376347_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713315810037.png,"[-0.307, 1.044, -13.339]",data_all/cross7/depth_align_cross7/1713315810037_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713320949925.png,"[-0.108, -0.012, -4.083]",data_all/cross7/depth_align_cross7/1713320968926_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713290002904.png,"[0.178, 0.502, -9.798]",data_all/cross7/depth_align_cross7/1713290007012_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713305919532.png,"[-0.352, 0.594, -10.264]",data_all/cross7/depth_align_cross7/1713305926997_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713326581871.png,"[0.031, 0.019, -2.017]",data_all/cross7/depth_align_cross7/1713326608535_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713320327670.png,"[0.071, -0.12, -2.66]",data_all/cross7/depth_align_cross7/1713320342913_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713314455506.png,"[0.216, -0.171, -7.329]",data_all/cross7/depth_align_cross7/1713314467489_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713325919350.png,"[0.007, -0.074, -1.46]",data_all/cross7/depth_align_cross7/1713325942336_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713318289707.png,"[0.113, -0.021, -11.791]",data_all/cross7/depth_align_cross7/1713318297776_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713287031632.png,"[0.124, 0.105, -3.083]",data_all/cross7/depth_align_cross7/1713287048560_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713287790601.png,"[0.175, -0.175, -5.616]",data_all/cross7/depth_align_cross7/1713287798614_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713311991549.png,"[0.043, 0.014, -3.895]",data_all/cross7/depth_align_cross7/1713312010770_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713300798351.png,"[-0.044, 0.127, -2.67]",data_all/cross7/depth_align_cross7/1713300822348_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713305092021.png,"[0.198, -0.005, -3.038]",data_all/cross7/depth_align_cross7/1713305107058_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713314486695.png,"[0.109, -0.155, -3.15]",data_all/cross7/depth_align_cross7/1713314510762_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713309166274.png,"[0.228, -0.088, -9.259]",data_all/cross7/depth_align_cross7/1713309166274_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713299763441.png,"[-0.205, 0.026, -4.873]",data_all/cross7/depth_align_cross7/1713299779276_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713325557923.png,"[0.215, -0.004, -5.447]",data_all/cross7/depth_align_cross7/1713325569345_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713284184680.png,"[-0.171, 0.441, -12.339]",data_all/cross7/depth_align_cross7/1713284184680_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713293381778.png,"[0.231, 0.307, -4.853]",data_all/cross7/depth_align_cross7/1713293385986_depth_align.npy
