object,image,force,reference_image
Cross,data_all/cross7/tactile_nobg/1713330252894.png,"[0.027, -0.061, -3.079]",data_all/cross7/tactile_nobg/1713330249036.png
Cross,data_all/cross7/tactile_nobg/1713311924003.png,"[0.054, 0.409, -11.067]",data_all/cross7/tactile_nobg/1713311916493.png
Cross,data_all/cross7/tactile_nobg/1713288728528.png,"[-0.039, 0.07, -1.995]",data_all/cross7/tactile_nobg/1713288732686.png
Cross,data_all/cross7/tactile_nobg/1713324434936.png,"[0.143, -0.231, -4.67]",data_all/cross7/tactile_nobg/1713324427020.png
Cross,data_all/cross7/tactile_nobg/1713315694696.png,"[-0.082, -0.009, -1.824]",data_all/cross7/tactile_nobg/1713315722478.png
Cross,data_all/cross7/tactile_nobg/1713284950981.png,"[0.061, 0.116, -6.824]",data_all/cross7/tactile_nobg/1713284935370.png
Cross,data_all/cross7/tactile_nobg/1713296351643.png,"[0.044, 0.091, -6.585]",data_all/cross7/tactile_nobg/1713296355600.png
Cross,data_all/cross7/tactile_nobg/1713290007012.png,"[0.141, 0.576, -12.21]",data_all/cross7/tactile_nobg/1713289998697.png
Cross,data_all/cross7/tactile_nobg/1713325273628.png,"[0.311, 0.297, -9.909]",data_all/cross7/tactile_nobg/1713325241372.png
Cross,data_all/cross7/tactile_nobg/1713314012900.png,"[0.058, 0.147, -2.434]",data_all/cross7/tactile_nobg/1713314008839.png
Cross,data_all/cross7/tactile_nobg/1713319249220.png,"[0.105, -0.289, -10.833]",data_all/cross7/tactile_nobg/1713319236886.png
Cross,data_all/cross7/tactile_nobg/1713308928682.png,"[0.024, 0.068, -1.123]",data_all/cross7/tactile_nobg/1713308940757.png
Cross,data_all/cross7/tactile_nobg/1713310920863.png,"[-0.009, 0.13, -2.814]",data_all/cross7/tactile_nobg/1713310917105.png
Cross,data_all/cross7/tactile_nobg/1713319284610.png,"[0.257, 0.128, -6.076]",data_all/cross7/tactile_nobg/1713319292630.png
Cross,data_all/cross7/tactile_nobg/1713294550398.png,"[-0.222, 0.207, -7.249]",data_all/cross7/tactile_nobg/1713294533471.png
Cross,data_all/cross7/tactile_nobg/1713316772485.png,"[-0.034, -0.055, -2.681]",data_all/cross7/tactile_nobg/1713316768677.png
Cross,data_all/cross7/tactile_nobg/1713313480638.png,"[0.359, 0.464, -10.701]",data_all/cross7/tactile_nobg/1713313456930.png
Cross,data_all/cross7/tactile_nobg/1713288704692.png,"[-0.303, 0.007, -7.866]",data_all/cross7/tactile_nobg/1713288708599.png
Cross,data_all/cross7/tactile_nobg/1713327230606.png,"[-0.328, 0.863, -15.776]",data_all/cross7/tactile_nobg/1713327211612.png
Cross,data_all/cross7/tactile_nobg/1713296606026.png,"[-0.01, 0.02, -4.418]",data_all/cross7/tactile_nobg/1713296609883.png
Cross,data_all/cross7/tactile_nobg/1713320662279.png,"[-0.359, -0.059, -6.89]",data_all/cross7/tactile_nobg/1713320646442.png
Cross,data_all/cross7/tactile_nobg/1713299996236.png,"[-0.288, 0.662, -11.841]",data_all/cross7/tactile_nobg/1713299988425.png
Cross,data_all/cross7/tactile_nobg/1713304841902.png,"[0.178, -0.031, -2.407]",data_all/cross7/tactile_nobg/1713304838142.png
Cross,data_all/cross7/tactile_nobg/1713299031862.png,"[0.63, -0.118, -9.573]",data_all/cross7/tactile_nobg/1713299024094.png
Cross,data_all/cross7/tactile_nobg/1713325602851.png,"[0.134, 0.259, -7.012]",data_all/cross7/tactile_nobg/1713325606806.png
Cross,data_all/cross7/tactile_nobg/1713303403318.png,"[0.219, 0.361, -13.388]",data_all/cross7/tactile_nobg/1713303380047.png
Cross,data_all/cross7/tactile_nobg/1713292165037.png,"[0.343, 0.247, -6.976]",data_all/cross7/tactile_nobg/1713292149460.png
Cross,data_all/cross7/tactile_nobg/1713286622564.png,"[0.101, -0.039, -2.988]",data_all/cross7/tactile_nobg/1713286635029.png
Cross,data_all/cross7/tactile_nobg/1713284615011.png,"[0.05, 0.792, -12.047]",data_all/cross7/tactile_nobg/1713284591240.png
Cross,data_all/cross7/tactile_nobg/1713323039096.png,"[-0.055, -0.104, -1.259]",data_all/cross7/tactile_nobg/1713323063756.png
Cross,data_all/cross7/tactile_nobg/1713323739475.png,"[-0.002, 0.254, -6.526]",data_all/cross7/tactile_nobg/1713323735465.png
Cross,data_all/cross7/tactile_nobg/1713290439773.png,"[0.03, 0.42, -12.292]",data_all/cross7/tactile_nobg/1713290408022.png
Cross,data_all/cross7/tactile_nobg/1713319532662.png,"[0.073, -0.041, -2.0]",data_all/cross7/tactile_nobg/1713319544243.png
Cross,data_all/cross7/tactile_nobg/1713297741211.png,"[0.399, 0.302, -9.488]",data_all/cross7/tactile_nobg/1713297709759.png
Cross,data_all/cross7/tactile_nobg/1713296866567.png,"[0.028, 0.129, -3.211]",data_all/cross7/tactile_nobg/1713296882596.png
Cross,data_all/cross7/tactile_nobg/1713311620939.png,"[0.037, 0.211, -3.107]",data_all/cross7/tactile_nobg/1713311628500.png
Cross,data_all/cross7/tactile_nobg/1713328554564.png,"[-0.075, 0.482, -8.611]",data_all/cross7/tactile_nobg/1713328558371.png
Cross,data_all/cross7/tactile_nobg/1713308846320.png,"[0.073, -0.009, -2.457]",data_all/cross7/tactile_nobg/1713308850427.png
Cross,data_all/cross7/tactile_nobg/1713328240076.png,"[0.026, -0.03, -0.894]",data_all/cross7/tactile_nobg/1713328251603.png
Cross,data_all/cross7/tactile_nobg/1713288310123.png,"[0.249, -0.086, -5.828]",data_all/cross7/tactile_nobg/1713288314131.png
Cross,data_all/cross7/tactile_nobg/1713326638558.png,"[-0.164, 0.177, -7.968]",data_all/cross7/tactile_nobg/1713326646075.png
Cross,data_all/cross7/tactile_nobg/1713299193113.png,"[0.047, 0.438, -5.496]",data_all/cross7/tactile_nobg/1713299200880.png
Cross,data_all/cross7/tactile_nobg/1713306987162.png,"[-0.231, 0.312, -9.813]",data_all/cross7/tactile_nobg/1713306972124.png
Cross,data_all/cross7/tactile_nobg/1713286025895.png,"[0.005, -0.01, -0.574]",data_all/cross7/tactile_nobg/1713286030400.png
Cross,data_all/cross7/tactile_nobg/1713327097967.png,"[-0.377, 0.057, -9.027]",data_all/cross7/tactile_nobg/1713327082587.png
Cross,data_all/cross7/tactile_nobg/1713283949629.png,"[0.08, 0.321, -4.226]",data_all/cross7/tactile_nobg/1713283941872.png
Cross,data_all/cross7/tactile_nobg/1713294868053.png,"[-0.207, 0.287, -7.351]",data_all/cross7/tactile_nobg/1713294851126.png
Cross,data_all/cross7/tactile_nobg/1713310238285.png,"[-0.453, 0.501, -10.394]",data_all/cross7/tactile_nobg/1713310219300.png
Cross,data_all/cross7/tactile_nobg/1713310732745.png,"[-0.191, 0.773, -11.326]",data_all/cross7/tactile_nobg/1713310706442.png
Cross,data_all/cross7/tactile_nobg/1713295537701.png,"[0.115, 0.296, -4.765]",data_all/cross7/tactile_nobg/1713295529240.png
Cross,data_all/cross7/tactile_nobg/1713302946805.png,"[-0.111, -0.047, -13.559]",data_all/cross7/tactile_nobg/1713302935171.png
Cross,data_all/cross7/tactile_nobg/1713303789515.png,"[-0.011, -0.018, 0.076]",data_all/cross7/tactile_nobg/1713303805250.png
Cross,data_all/cross7/tactile_nobg/1713323818711.png,"[-0.024, 0.004, -3.033]",data_all/cross7/tactile_nobg/1713323827031.png
Cross,data_all/cross7/tactile_nobg/1713304656201.png,"[0.503, -0.043, -13.374]",data_all/cross7/tactile_nobg/1713304652493.png
Cross,data_all/cross7/tactile_nobg/1713318554608.png,"[0.128, 0.105, -7.578]",data_all/cross7/tactile_nobg/1713318538575.png
Cross,data_all/cross7/tactile_nobg/1713290781431.png,"[-0.169, 0.085, -10.558]",data_all/cross7/tactile_nobg/1713290765650.png
Cross,data_all/cross7/tactile_nobg/1713298469041.png,"[0.296, -0.114, -11.229]",data_all/cross7/tactile_nobg/1713298464986.png
Cross,data_all/cross7/tactile_nobg/1713283910492.png,"[-0.11, 0.201, -3.396]",data_all/cross7/tactile_nobg/1713283922104.png
Cross,data_all/cross7/tactile_nobg/1713297077049.png,"[0.129, 0.259, -3.131]",data_all/cross7/tactile_nobg/1713297100893.png
Cross,data_all/cross7/tactile_nobg/1713291254167.png,"[0.301, 0.246, -6.481]",data_all/cross7/tactile_nobg/1713291246249.png
Cross,data_all/cross7/tactile_nobg/1713284270961.png,"[-0.077, 1.373, -13.175]",data_all/cross7/tactile_nobg/1713284243431.png
Cross,data_all/cross7/tactile_nobg/1713307598041.png,"[-0.044, -0.097, -3.112]",data_all/cross7/tactile_nobg/1713307594032.png
Cross,data_all/cross7/tactile_nobg/1713305531667.png,"[-0.042, 0.072, -0.929]",data_all/cross7/tactile_nobg/1713305535374.png
Cross,data_all/cross7/tactile_nobg/1713326177075.png,"[-0.121, 0.105, -4.565]",data_all/cross7/tactile_nobg/1713326188446.png
Cross,data_all/cross7/tactile_nobg/1713302636150.png,"[-0.081, 0.055, -3.444]",data_all/cross7/tactile_nobg/1713302640060.png
Cross,data_all/cross7/tactile_nobg/1713315191902.png,"[0.312, 0.216, -6.071]",data_all/cross7/tactile_nobg/1713315179769.png
Cross,data_all/cross7/tactile_nobg/1713285853178.png,"[-0.082, -0.056, -2.787]",data_all/cross7/tactile_nobg/1713285869896.png
Cross,data_all/cross7/tactile_nobg/1713292106096.png,"[0.001, -0.067, -0.874]",data_all/cross7/tactile_nobg/1713292118112.png
Cross,data_all/cross7/tactile_nobg/1713314044036.png,"[0.004, -0.09, -0.904]",data_all/cross7/tactile_nobg/1713314048097.png
Cross,data_all/cross7/tactile_nobg/1713323963534.png,"[0.154, 0.256, -9.911]",data_all/cross7/tactile_nobg/1713323951056.png
Cross,data_all/cross7/tactile_nobg/1713291159822.png,"[0.171, 0.363, -4.087]",data_all/cross7/tactile_nobg/1713291171944.png
Cross,data_all/cross7/tactile_nobg/1713286581509.png,"[0.134, 0.178, -5.281]",data_all/cross7/tactile_nobg/1713286573047.png
Cross,data_all/cross7/tactile_nobg/1713303523924.png,"[0.042, -0.113, -9.46]",data_all/cross7/tactile_nobg/1713303520111.png
Cross,data_all/cross7/tactile_nobg/1713319706465.png,"[0.135, 0.078, -2.778]",data_all/cross7/tactile_nobg/1713319710273.png
Cross,data_all/cross7/tactile_nobg/1713304775303.png,"[0.655, -0.093, -12.897]",data_all/cross7/tactile_nobg/1713304767689.png
Cross,data_all/cross7/tactile_nobg/1713320968926.png,"[-0.373, 0.438, -12.261]",data_all/cross7/tactile_nobg/1713320938345.png
Cross,data_all/cross7/tactile_nobg/1713289185909.png,"[-0.289, 0.52, -12.898]",data_all/cross7/tactile_nobg/1713289161672.png
Cross,data_all/cross7/tactile_nobg/1713287360839.png,"[0.233, -0.088, -8.357]",data_all/cross7/tactile_nobg/1713287352481.png
Cross,data_all/cross7/tactile_nobg/1713294781755.png,"[-0.32, 0.386, -11.64]",data_all/cross7/tactile_nobg/1713294768986.png
Cross,data_all/cross7/tactile_nobg/1713329639284.png,"[0.224, 0.184, -8.949]",data_all/cross7/tactile_nobg/1713329627764.png
Cross,data_all/cross7/tactile_nobg/1713318810809.png,"[0.232, 0.069, -8.836]",data_all/cross7/tactile_nobg/1713318798682.png
Cross,data_all/cross7/tactile_nobg/1713302893612.png,"[-0.114, 0.004, -7.777]",data_all/cross7/tactile_nobg/1713302882181.png
Cross,data_all/cross7/tactile_nobg/1713283449892.png,"[-0.141, 0.592, -6.07]",data_all/cross7/tactile_nobg/1713283438181.png
Cross,data_all/cross7/tactile_nobg/1713283492976.png,"[-0.11, 0.607, -6.064]",data_all/cross7/tactile_nobg/1713283485172.png
Cross,data_all/cross7/tactile_nobg/1713289350828.png,"[0.007, 0.614, -7.593]",data_all/cross7/tactile_nobg/1713289342861.png
Cross,data_all/cross7/tactile_nobg/1713310308612.png,"[-0.307, -0.036, -5.464]",data_all/cross7/tactile_nobg/1713310289830.png
Cross,data_all/cross7/tactile_nobg/1713310800727.png,"[-0.104, 0.072, -5.667]",data_all/cross7/tactile_nobg/1713310792710.png
Cross,data_all/cross7/tactile_nobg/1713314833012.png,"[0.011, -0.16, -2.612]",data_all/cross7/tactile_nobg/1713314853017.png
Cross,data_all/cross7/tactile_nobg/1713310024327.png,"[0.159, -0.172, -5.753]",data_all/cross7/tactile_nobg/1713310020518.png
Cross,data_all/cross7/tactile_nobg/1713298629486.png,"[0.189, 0.173, -3.931]",data_all/cross7/tactile_nobg/1713298637351.png
Cross,data_all/cross7/tactile_nobg/1713305461512.png,"[-0.125, 0.175, -4.341]",data_all/cross7/tactile_nobg/1713305454043.png
Cross,data_all/cross7/tactile_nobg/1713316757650.png,"[0.049, 0.761, -14.135]",data_all/cross7/tactile_nobg/1713316731035.png
Cross,data_all/cross7/tactile_nobg/1713296230244.png,"[0.214, 0.633, -12.758]",data_all/cross7/tactile_nobg/1713296222128.png
Cross,data_all/cross7/tactile_nobg/1713284747185.png,"[-0.274, 0.4, -13.225]",data_all/cross7/tactile_nobg/1713284719009.png
Cross,data_all/cross7/tactile_nobg/1713325171105.png,"[0.104, -0.146, -3.927]",data_all/cross7/tactile_nobg/1713325183329.png
Cross,data_all/cross7/tactile_nobg/1713315132931.png,"[0.034, 0.029, -0.722]",data_all/cross7/tactile_nobg/1713315136842.png
Cross,data_all/cross7/tactile_nobg/1713291956795.png,"[0.298, 0.117, -11.475]",data_all/cross7/tactile_nobg/1713291940818.png
Cross,data_all/cross7/tactile_nobg/1713287489236.png,"[0.002, -0.2, -7.551]",data_all/cross7/tactile_nobg/1713287496995.png
Cross,data_all/cross7/tactile_nobg/1713284802090.png,"[-0.033, -0.024, -0.583]",data_all/cross7/tactile_nobg/1713284806044.png
Cross,data_all/cross7/tactile_nobg/1713288468105.png,"[-0.031, -0.039, -1.497]",data_all/cross7/tactile_nobg/1713288480071.png
Cross,data_all/cross7/tactile_nobg/1713327015253.png,"[-0.075, 0.301, -8.229]",data_all/cross7/tactile_nobg/1713327007640.png
Cross,data_all/cross7/tactile_nobg/1713323176965.png,"[0.018, 0.03, -3.171]",data_all/cross7/tactile_nobg/1713323181026.png
Cross,data_all/cross7/tactile_nobg/1713319639341.png,"[0.553, 0.292, -13.455]",data_all/cross7/tactile_nobg/1713319616231.png
Cross,data_all/cross7/tactile_nobg/1713315589721.png,"[-0.14, 0.438, -6.58]",data_all/cross7/tactile_nobg/1713315593684.png
Cross,data_all/cross7/tactile_nobg/1713302863681.png,"[0.07, 0.273, -13.432]",data_all/cross7/tactile_nobg/1713302840568.png
Cross,data_all/cross7/tactile_nobg/1713306695235.png,"[-0.247, -0.013, -8.492]",data_all/cross7/tactile_nobg/1713306698943.png
Cross,data_all/cross7/tactile_nobg/1713316671003.png,"[0.083, 0.894, -11.44]",data_all/cross7/tactile_nobg/1713316663384.png
Cross,data_all/cross7/tactile_nobg/1713290221984.png,"[-0.074, 0.072, -13.273]",data_all/cross7/tactile_nobg/1713290198202.png
Cross,data_all/cross7/tactile_nobg/1713288270859.png,"[0.425, -0.263, -8.009]",data_all/cross7/tactile_nobg/1713288254833.png
Cross,data_all/cross7/tactile_nobg/1713312513080.png,"[0.356, 0.709, -16.216]",data_all/cross7/tactile_nobg/1713312509173.png
Cross,data_all/cross7/tactile_nobg/1713323688091.png,"[0.097, 0.136, -3.182]",data_all/cross7/tactile_nobg/1713323696210.png
Cross,data_all/cross7/tactile_nobg/1713299054515.png,"[0.044, 0.089, -1.296]",data_all/cross7/tactile_nobg/1713299074209.png
Cross,data_all/cross7/tactile_nobg/1713304897693.png,"[0.389, -0.099, -7.01]",data_all/cross7/tactile_nobg/1713304901504.png
Cross,data_all/cross7/tactile_nobg/1713305699288.png,"[-0.054, 0.141, -3.112]",data_all/cross7/tactile_nobg/1713305721842.png
Cross,data_all/cross7/tactile_nobg/1713319032090.png,"[0.362, 0.267, -10.293]",data_all/cross7/tactile_nobg/1713319019910.png
Cross,data_all/cross7/tactile_nobg/1713292086515.png,"[0.736, 0.52, -11.282]",data_all/cross7/tactile_nobg/1713292062674.png
Cross,data_all/cross7/tactile_nobg/1713285989647.png,"[0.07, 0.091, -1.409]",data_all/cross7/tactile_nobg/1713286002113.png
Cross,data_all/cross7/tactile_nobg/1713293884714.png,"[0.32, 0.116, -5.876]",data_all/cross7/tactile_nobg/1713293888871.png
Cross,data_all/cross7/tactile_nobg/1713291061459.png,"[0.01, -0.106, -1.265]",data_all/cross7/tactile_nobg/1713291065414.png
Cross,data_all/cross7/tactile_nobg/1713300730727.png,"[0.19, 0.909, -15.733]",data_all/cross7/tactile_nobg/1713300726569.png
Cross,data_all/cross7/tactile_nobg/1713328346529.png,"[0.263, 0.562, -10.428]",data_all/cross7/tactile_nobg/1713328327585.png
Cross,data_all/cross7/tactile_nobg/1713309317569.png,"[0.135, 0.011, -2.07]",data_all/cross7/tactile_nobg/1713309332952.png
Cross,data_all/cross7/tactile_nobg/1713292026815.png,"[0.081, -0.048, -3.776]",data_all/cross7/tactile_nobg/1713292030922.png
Cross,data_all/cross7/tactile_nobg/1713327703392.png,"[0.041, -0.06, -1.947]",data_all/cross7/tactile_nobg/1713327699533.png
Cross,data_all/cross7/tactile_nobg/1713315825283.png,"[-0.074, -0.01, -1.807]",data_all/cross7/tactile_nobg/1713315841630.png
Cross,data_all/cross7/tactile_nobg/1713325388856.png,"[0.133, 0.226, -3.596]",data_all/cross7/tactile_nobg/1713325377390.png
Cross,data_all/cross7/tactile_nobg/1713287175109.png,"[0.161, 0.165, -7.746]",data_all/cross7/tactile_nobg/1713287162737.png
Cross,data_all/cross7/tactile_nobg/1713319958319.png,"[0.185, -0.049, -5.045]",data_all/cross7/tactile_nobg/1713319946996.png
Cross,data_all/cross7/tactile_nobg/1713289441257.png,"[-0.168, 0.463, -9.337]",data_all/cross7/tactile_nobg/1713289445215.png
Cross,data_all/cross7/tactile_nobg/1713297382236.png,"[0.164, 0.317, -4.203]",data_all/cross7/tactile_nobg/1713297390200.png
Cross,data_all/cross7/tactile_nobg/1713284337174.png,"[0.042, 0.156, -4.919]",data_all/cross7/tactile_nobg/1713284353032.png
Cross,data_all/cross7/tactile_nobg/1713305006063.png,"[0.171, 0.091, -2.607]",data_all/cross7/tactile_nobg/1713305009923.png
Cross,data_all/cross7/tactile_nobg/1713324086943.png,"[0.019, 0.016, -5.538]",data_all/cross7/tactile_nobg/1713324078675.png
Cross,data_all/cross7/tactile_nobg/1713308437747.png,"[0.23, 0.453, -10.763]",data_all/cross7/tactile_nobg/1713308425677.png
Cross,data_all/cross7/tactile_nobg/1713311093468.png,"[-0.128, 0.239, -5.886]",data_all/cross7/tactile_nobg/1713311097224.png
Cross,data_all/cross7/tactile_nobg/1713318846237.png,"[0.036, 0.015, -4.72]",data_all/cross7/tactile_nobg/1713318862374.png
Cross,data_all/cross7/tactile_nobg/1713291629304.png,"[-0.024, 0.015, -1.616]",data_all/cross7/tactile_nobg/1713291645631.png
Cross,data_all/cross7/tactile_nobg/1713309231725.png,"[0.078, -0.137, -2.979]",data_all/cross7/tactile_nobg/1713309250520.png
Cross,data_all/cross7/tactile_nobg/1713302818509.png,"[0.297, 0.501, -11.707]",data_all/cross7/tactile_nobg/1713302791435.png
Cross,data_all/cross7/tactile_nobg/1713316712495.png,"[-0.053, 0.793, -14.262]",data_all/cross7/tactile_nobg/1713316716305.png
Cross,data_all/cross7/tactile_nobg/1713320239690.png,"[0.095, -0.043, -1.949]",data_all/cross7/tactile_nobg/1713320247457.png
Cross,data_all/cross7/tactile_nobg/1713290510333.png,"[-0.067, -0.08, -5.626]",data_all/cross7/tactile_nobg/1713290526058.png
Cross,data_all/cross7/tactile_nobg/1713284572120.png,"[0.234, 1.019, -11.99]",data_all/cross7/tactile_nobg/1713284544342.png
Cross,data_all/cross7/tactile_nobg/1713304555800.png,"[0.011, -0.179, -3.178]",data_all/cross7/tactile_nobg/1713304567280.png
Cross,data_all/cross7/tactile_nobg/1713309908229.png,"[0.37, -0.107, -9.631]",data_all/cross7/tactile_nobg/1713309904471.png
Cross,data_all/cross7/tactile_nobg/1713300339500.png,"[-0.136, 0.52, -10.174]",data_all/cross7/tactile_nobg/1713300315549.png
Cross,data_all/cross7/tactile_nobg/1713309101577.png,"[0.031, -0.019, -1.406]",data_all/cross7/tactile_nobg/1713309097616.png
Cross,data_all/cross7/tactile_nobg/1713291854329.png,"[0.114, 0.127, -4.074]",data_all/cross7/tactile_nobg/1713291846318.png
Cross,data_all/cross7/tactile_nobg/1713314928268.png,"[0.222, 0.01, -5.514]",data_all/cross7/tactile_nobg/1713314920197.png
Cross,data_all/cross7/tactile_nobg/1713304408174.png,"[0.21, -0.025, -9.625]",data_all/cross7/tactile_nobg/1713304396999.png
Cross,data_all/cross7/tactile_nobg/1713326131247.png,"[-0.16, -0.037, -3.522]",data_all/cross7/tactile_nobg/1713326138761.png
Cross,data_all/cross7/tactile_nobg/1713326585679.png,"[0.037, 0.108, -3.011]",data_all/cross7/tactile_nobg/1713326593298.png
Cross,data_all/cross7/tactile_nobg/1713283391250.png,"[0.015, 0.111, -1.905]",data_all/cross7/tactile_nobg/1713283399207.png
Cross,data_all/cross7/tactile_nobg/1713294327479.png,"[-0.103, 0.98, -8.508]",data_all/cross7/tactile_nobg/1713294322972.png
Cross,data_all/cross7/tactile_nobg/1713321169606.png,"[-0.161, 0.459, -10.094]",data_all/cross7/tactile_nobg/1713321173516.png
Cross,data_all/cross7/tactile_nobg/1713325131687.png,"[0.131, 0.092, -4.888]",data_all/cross7/tactile_nobg/1713325119416.png
Cross,data_all/cross7/tactile_nobg/1713330474688.png,"[0.484, 0.066, -8.126]",data_all/cross7/tactile_nobg/1713330454697.png
Cross,data_all/cross7/tactile_nobg/1713287397431.png,"[0.112, -0.157, -6.084]",data_all/cross7/tactile_nobg/1713287389022.png
